trans_id,lang,translation
県立広島大学前,ja,県立広島大学前
県立広島大学前,ja-Hrkt,けんりつひろしまだいがくまえ
県立広島大学前,en,Kenritsu Hiroshima Daigaku-mae (Pref. Univ. of Hiroshima-mae)
県立広島大学前,ko,현립 히로시마 대학 앞
県立広島大学前,zh-ch,县立广岛大学前
県立広島大学前,zh-tw,縣立廣島大學前
チェリーゴード前,ja,チェリーゴード前
チェリーゴード前,ja-Hrkt,ちぇりーごーどまえ
宮園一丁目,en,Miyazono-itchome (Miyazono 1)
宮園一丁目,ko,미야조노 1초메
宮園一丁目,zh-ch,宫园一丁目
宮園一丁目,zh-tw,宮園一丁目
鈴が峰住宅東,ja,鈴が峰住宅東
鈴が峰住宅東,ja-Hrkt,すずがみねじゅうたくひがし
細坂上,ja,細坂上
細坂上,ja-Hrkt,ほそさかかみ
段原南,ja,段原南
段原南,ja-Hrkt,だんばらみなみ
団地西入口,ja,団地西入口
団地西入口,ja-Hrkt,だんちにしいりぐち
高平寺,ja,高平寺
高平寺,ja-Hrkt,こうへいじ
中,ja,中
中,ja-Hrkt,なか
中広中学校前,ja,中広中学校前
中広中学校前,ja-Hrkt,なかひろちゅうがっこうまえ
中広中学校前,en,Nakahiro Chugakko-mae (Nakahiro Junior High School)
中広中学校前,ko,나카히로 중학교
中広中学校前,zh-ch,中广中学前
中広中学校前,zh-tw,中廣中學前
魚切下,ja,魚切下
魚切下,ja-Hrkt,うおきりしも
緑ヶ丘,ja,緑ヶ丘
緑ヶ丘,ja-Hrkt,みどりがおか
本通６丁目・呉本通り六丁目,ja,本通６丁目・呉本通り六丁目
本通６丁目・呉本通り六丁目,ja-Hrkt,ほんどおりろくちょうめ
伏原東,ja,伏原東
伏原東,ja-Hrkt,ふしはらひがし
伏原東,en,Fushihara-higashi
伏原東,ko,후시하라 히가시
伏原東,zh-ch,伏原东
伏原東,zh-tw,伏原東
縮景園前,ja,縮景園前
縮景園前,ja-Hrkt,しゅっけいえんまえ
友和郵便局,ja,友和郵便局
友和郵便局,ja-Hrkt,ゆうわゆうびんきょく
観音台,ja,観音台
観音台,ja-Hrkt,かんのんだい
三次インター,ja,三次インター
三次インター,ja-Hrkt,みよしいんたー
三次インター,en,Miyoshi Inter
三次インター,ko,미요시 인터
三次インター,zh-ch,三次IC（高速）
三次インター,zh-tw,三次IC（高速）
井口台西,ja,井口台西
井口台西,ja-Hrkt,いのくちだいにし
井口台西,en,Inokuchidai-nishi
井口台西,ko,이노쿠치다이 니시
井口台西,zh-ch,井口台西
井口台西,zh-tw,井口臺西
中東口,ja,中東口
中東口,ja-Hrkt,なかひがしぐち
中東口,en,Naka-higashi-guchi
中東口,ko,나카히가시구치
中東口,zh-ch,中东口
中東口,zh-tw,中東口
才の木,ja,才の木
才の木,ja-Hrkt,さいのき
宮園入口,ja,宮園入口
宮園入口,ja-Hrkt,みやぞのいりぐち
竹屋町西,ja,竹屋町西
竹屋町西,ja-Hrkt,たけやちょうにし
竹屋町西,en,Takeyacho-nishi
竹屋町西,ko,다케야초 니시
竹屋町西,zh-ch,竹屋町西
竹屋町西,zh-tw,竹屋町西
戸石,ja,戸石
戸石,ja-Hrkt,といし
彩が丘中,ja,彩が丘中
彩が丘中,ja-Hrkt,あやがおかなか
出汐町,ja,出汐町
出汐町,ja-Hrkt,でしおちょう
花の季台,ja,花の季台
花の季台,ja-Hrkt,はなのきだい
江波本町,ja,江波本町
江波本町,ja-Hrkt,えばほんまち
戸河内槙原,ja,戸河内槙原
戸河内槙原,ja-Hrkt,とごうちまきはら
戸河内槙原,en,Togochi Makihara
戸河内槙原,ko,도고치 마키하라
戸河内槙原,zh-ch,户河内槙原
戸河内槙原,zh-tw,戶河內槙原
押込,ja,押込
押込,ja-Hrkt,おしごめ
押込,en,Oshigome
押込,ko,오시고메
押込,zh-ch,押込
押込,zh-tw,押込
青迫,ja,青迫
青迫,ja-Hrkt,あおさこ
かもんじょう,ja,かもんじょう
かもんじょう,ja-Hrkt,かもんじょう
かもんじょう,en,Kamonjo
かもんじょう,ko,가몬조
かもんじょう,zh-ch,Kamonjo
かもんじょう,zh-tw,Kamonjo
下石内,ja,下石内
下石内,ja-Hrkt,しもいしうち
下石内,en,Shimo-ishiuchi
下石内,ko,시모이시우치
下石内,zh-ch,下石内
下石内,zh-tw,下石內
安芸太田町役場,ja,安芸太田町役場
安芸太田町役場,ja-Hrkt,あきおおたちょうやくば
江波営業所,ja,江波営業所
江波営業所,ja-Hrkt,えばえいぎょうしょ
大畑,en,Obata
大畑,ko,오바타
大畑,zh-ch,大畑
大畑,zh-tw,大畑
中広町,ja,中広町
中広町,ja-Hrkt,なかひろまち
せせらぎ公園前,ja,せせらぎ公園前
せせらぎ公園前,ja-Hrkt,せせらぎこうえんまえ
せせらぎ公園前,en,Seseragi Koen-mae (Seseragi Park)
せせらぎ公園前,ko,세세라기 공원
せせらぎ公園前,zh-ch,Seseragi公园前
せせらぎ公園前,zh-tw,Seseragi公園前
新明神橋,ja,新明神橋
新明神橋,ja-Hrkt,しんみょうじんばし
饒津裏,ja,饒津裏
饒津裏,ja-Hrkt,にぎつうら
志割,ja,志割
志割,ja-Hrkt,しわり
志割,en,Shiwari
志割,ko,시와리
志割,zh-ch,志割
志割,zh-tw,誌割
こころ西風梅苑,ja,こころ西風梅苑
こころ西風梅苑,ja-Hrkt,こころせいふうばいえん
こころ西風梅苑,en,Kokoro Seifu Baien
こころ西風梅苑,ko,고코로 세이후 바이엔
こころ西風梅苑,zh-ch,COCORO西风梅苑
こころ西風梅苑,zh-tw,COCORO西風梅苑
皆賀公園,ja,皆賀公園
皆賀公園,ja-Hrkt,みながこうえん
馬が原,ja,馬が原
馬が原,ja-Hrkt,ばがはら
府中南小学校入口,ja,府中南小学校入口
府中南小学校入口,ja-Hrkt,ふちゅうみなみしょうがっこうい
府中南小学校入口,en,Fuchu-minami Shogakko-iriguchi (Fuchu-minami Elementary School Entrance)
府中南小学校入口,ko,후추 미나미 초등학교
府中南小学校入口,zh-ch,府中南小学入口
府中南小学校入口,zh-tw,府中南小學入口
二河公園,ja,二河公園
二河公園,ja-Hrkt,にこうこうえん
下附地,ja,下附地
下附地,ja-Hrkt,しもつけじ
森城団地中,ja,森城団地中
森城団地中,ja-Hrkt,もりじょうだんちなか
森城団地中,en,Morijo Danchi-naka (Morijo Housing Complex)
森城団地中,ko,모리조 단치 나카
森城団地中,zh-ch,森城团地中
森城団地中,zh-tw,森城團地中
野登呂橋,ja,野登呂橋
野登呂橋,ja-Hrkt,のとろばし
鶴見橋,ja,鶴見橋
鶴見橋,ja-Hrkt,つるみばし
鶴見橋,en,Tsurumibashi
鶴見橋,ko,쓰루미바시
鶴見橋,zh-ch,鹤见桥
鶴見橋,zh-tw,鶴見橋
龍頭山登山口,ja,龍頭山登山口
龍頭山登山口,ja-Hrkt,りゅうずやまとざんぐち
熊野高校前,ja,熊野高校前
熊野高校前,ja-Hrkt,くまのこうこうまえ
イオンモール広島府中,ja,イオンモール広島府中
イオンモール広島府中,ja-Hrkt,いおんもーるひろしまふちゅう
稲荷町,ja,稲荷町
稲荷町,ja-Hrkt,いなりまち
稲荷町,en,Inarimachi
稲荷町,ko,이나리마치
稲荷町,zh-ch,稻荷町
稲荷町,zh-tw,稻荷町
大積橋,ja,大積橋
大積橋,ja-Hrkt,おおつみばし
大林,ja,大林
大林,ja-Hrkt,おおばやし
Ａシティ中央,ja,Ａシティ中央
Ａシティ中央,ja-Hrkt,えーしてぃちゅうおう
戸河内土居,ja,戸河内土居
戸河内土居,ja-Hrkt,とごうちどい
戸河内土居,en,Togochi Doi
戸河内土居,ko,도고치 도이
戸河内土居,zh-ch,户河内土居
戸河内土居,zh-tw,戶河內土居
鈴張落合,ja,鈴張落合
鈴張落合,ja-Hrkt,すずはりおちあい
鈴張落合,en,Suzuhari Ochiai
鈴張落合,ko,스즈하리 오치아이
鈴張落合,zh-ch,铃张落合
鈴張落合,zh-tw,鈴張落合
比治山小学校裏,ja,比治山小学校裏
比治山小学校裏,ja-Hrkt,ひじやましょうがっこううら
空城山公園入口,ja,空城山公園入口
空城山公園入口,ja-Hrkt,そらじょうざんこうえんいりぐち
空城山公園入口,en,Sorajoyama Koen-iriguchi (Sorajoyama Park)
空城山公園入口,ko,소라조야마 공원
空城山公園入口,zh-ch,空城山公园入口
空城山公園入口,zh-tw,空城山公園入口
中上根,ja,中上根
中上根,ja-Hrkt,なかかみね
鉄管道路,ja,鉄管道路
鉄管道路,ja-Hrkt,てっかんどうろ
洞庭,ja,洞庭
洞庭,ja-Hrkt,どうにわ
洞庭,en,Doniwa
洞庭,ko,도니와
洞庭,zh-ch,洞庭
洞庭,zh-tw,洞庭
西神町,ja,西神町
西神町,ja-Hrkt,にしがみちょう
西神町,en,Nishigamicho
西神町,ko,니시가미초
西神町,zh-ch,西神町
西神町,zh-tw,西神町
矢野天神,ja,矢野天神
矢野天神,ja-Hrkt,やのてんじん
矢野天神,en,Yano Tenjin
矢野天神,ko,야노 텐진
矢野天神,zh-ch,矢野天神
矢野天神,zh-tw,矢野天神
山田団地車庫前,ja,山田団地車庫前
山田団地車庫前,ja-Hrkt,やまだだんちしゃこまえ
山田団地車庫前,en,Yamada Danchi Shako-mae (Yamada Danchi Depot)
山田団地車庫前,ko,야마다 단지 차고
山田団地車庫前,zh-ch,山田团地车库前
山田団地車庫前,zh-tw,山田團地車庫前
北山,ja,北山
北山,ja-Hrkt,きたやま
北山,en,Kitayama
北山,ko,기타야마
北山,zh-ch,北山
北山,zh-tw,北山
江波南二丁目,ja,江波南二丁目
江波南二丁目,ja-Hrkt,えばみなみにちょうめ
江波南二丁目,en,Eba-minami-nichome (Eba-minami 2)
江波南二丁目,ko,에바 미나미 2초메
江波南二丁目,zh-ch,江波南二丁目
江波南二丁目,zh-tw,江波南二丁目
本通り,ja,本通り
本通り,ja-Hrkt,ほんどおり
宮原８丁目,ja,宮原８丁目
宮原８丁目,ja-Hrkt,みやはらはっちょうめ
宮原８丁目,en,Miyahara-hatchome (Miyahara 8)
宮原８丁目,ko,미야하라 8초메
宮原８丁目,zh-ch,宫原8丁目
宮原８丁目,zh-tw,宮原8丁目
府中ニュータウン上,ja,府中ニュータウン上
府中ニュータウン上,ja-Hrkt,ふちゅうにゅーたうんかみ
四道路,ja,四道路
四道路,ja-Hrkt,よつどうろ
四道路,en,Yotsudoro
四道路,ko,요쓰도로
四道路,zh-ch,四道路
四道路,zh-tw,四道路
東浄小学校前,ja,東浄小学校前
饒津,ja,饒津
饒津,ja-Hrkt,にぎつ
饒津,en,Nigitsu
饒津,ko,니기쓰
饒津,zh-ch,饶津
饒津,zh-tw,饒津
佐方,ja,佐方
佐方,ja-Hrkt,さがた
梅林小学校前,ja,梅林小学校前
梅林小学校前,ja-Hrkt,ばいりんしょうがっこうまえ
チェリーゴード前,en,Cherrygard-mae
チェリーゴード前,ko,체리 고드 마에
チェリーゴード前,zh-ch,Cherry Gard前
チェリーゴード前,zh-tw,Cherry Gard前
豊平南小学校,ja,豊平南小学校
豊平南小学校,ja-Hrkt,とよひらみなみしょうがっこう
警固屋中学校,ja,警固屋中学校
警固屋中学校,ja-Hrkt,けごやちゅうがっこう
広島駅,ja,広島駅
広島駅,ja-Hrkt,ひろしまえき
広島駅,en,Hiroshima Sta.
広島駅,ko,히로시마 역
広島駅,zh-ch,广岛站
広島駅,zh-tw,廣島站
古野薬師堂前,ja,古野薬師堂前
古野薬師堂前,ja-Hrkt,このやくしどうまえ
下峠,ja,下峠
下峠,ja-Hrkt,しもとうげ
あかさき東,ja,あかさき東
あかさき東,ja-Hrkt,あかさきひがし
美鈴が丘高校,ja,美鈴が丘高校
美鈴が丘高校,ja-Hrkt,みすずがおかこうこう
阿品台東小学校,ja,阿品台東小学校
阿品台東小学校,ja-Hrkt,あじなだいひがししょうがっこう
下千足,ja,下千足
下千足,ja-Hrkt,しもせんぞく
こころ第一公園前,ja,こころ第一公園前
こころ第一公園前,ja-Hrkt,こころだいいちこうえんまえ
高井上,ja,高井上
高井上,ja-Hrkt,たかいかみ
高井上,en,Takai-kami
高井上,ko,다카이 카미
高井上,zh-ch,高井上
高井上,zh-tw,高井上
海老園一丁目,ja,海老園一丁目
海老園一丁目,ja-Hrkt,かいろうえんいっちょうめ
海老園一丁目,en,Kairoen-itchome (Kairoen 1)
海老園一丁目,ko,가이로엔 1초메
海老園一丁目,zh-ch,海老园一丁目
海老園一丁目,zh-tw,海老園一丁目
四季が丘南口,ja,四季が丘南口
四季が丘南口,ja-Hrkt,しきがおかみなみぐち
ＮＨＫ放送所前,ja,ＮＨＫ放送所前
ＮＨＫ放送所前,ja-Hrkt,えぬえちけいほうそう
ＮＨＫ放送所前,en,NHK Hososho-mae (NHK Broadcasting Station)
ＮＨＫ放送所前,ko,NHK 방송소
ＮＨＫ放送所前,zh-ch,NHK广播站前
ＮＨＫ放送所前,zh-tw,NHK廣播站前
広島バス大州車庫前,ja,広島バス大州車庫前
広島バス大州車庫前,ja-Hrkt,おおずしゃこまえ
東雲一丁目,ja,東雲一丁目
東雲一丁目,ja-Hrkt,しののめいっちょうめ
南区役所前,en,Minami Kuyakusho-mae (Minami Ward Office)
南区役所前,ko,미나미 구청
南区役所前,zh-ch,南区政府前
南区役所前,zh-tw,南區政府前
緑井五丁目,ja,緑井五丁目
緑井五丁目,ja-Hrkt,みどりいごちょうめ
緑井五丁目,en,Midorii-gochome (Midorii 5)
緑井五丁目,ko,미도리이 5초메
緑井五丁目,zh-ch,绿井5丁目
緑井五丁目,zh-tw,綠井5丁目
外双見,ja,外双見
外双見,ja-Hrkt,そとそうみ
平塚町,ja,平塚町
平塚町,ja-Hrkt,ひらつかちょう
平塚町,en,Hiratsukacho
平塚町,ko,히라쓰카초
平塚町,zh-ch,平塚町
平塚町,zh-tw,平塚町
海上保安大学校入口,ja,海上保安大学校入口
海上保安大学校入口,ja-Hrkt,かいじょうほあんだいがっこういりぐち
西原,ja,西原
西原,ja-Hrkt,にしはら
大仙原,ja,大仙原
大仙原,ja-Hrkt,だいせんばら
大仙原,en,Daisembara
大仙原,ko,다이센하라
大仙原,zh-ch,大仙原
大仙原,zh-tw,大仙原
湯来南高校,ja,湯来南高校
湯来南高校,ja-Hrkt,ゆきみなみこうこう
光石,ja,光石
光石,ja-Hrkt,みついし
御衣尾橋,ja,御衣尾橋
御衣尾橋,ja-Hrkt,みそおばし
四季が丘上,ja,四季が丘上
四季が丘上,ja-Hrkt,しきがおかかみ
浜田一丁目,ja,浜田一丁目
浜田一丁目,ja-Hrkt,はまだいっちょうめ
大橋,ja,大橋
大橋,ja-Hrkt,おおはし
大橋,en,Ohashi
大橋,ko,오하시（대교)
大橋,zh-ch,大桥
大橋,zh-tw,大橋
保井田,ja,保井田
保井田,ja-Hrkt,ほいだ
東地区センタ―入口,ja,東地区センタ―入口
東地区センタ―入口,ja-Hrkt,ひがしちくせんたーいりぐち
東地区センタ―入口,en,Higashi-chiku Center-iriguchi
東地区センタ―入口,ko,히가시 치쿠 센터 이리구치
東地区センタ―入口,zh-ch,东地区中心入口
東地区センタ―入口,zh-tw,東地區中心入口
熊野西防災交流センター前,ja,熊野西防災交流センター前
熊野西防災交流センター前,ja-Hrkt,くまのにしぼうさいこうりゅうせんたー
熊野西防災交流センター前,en,熊野西防災交流センター前
熊野西防災交流センター前,ko,구마노 니시 방재 교류 센터 앞
熊野西防災交流センター前,zh-ch,熊野西防灾交流中心前
熊野西防災交流センター前,zh-tw,熊野西防災交流中心前
都志見原,ja,都志見原
都志見原,ja-Hrkt,つしみばら
都志見原,en,Tsushimibara
都志見原,ko,쓰시미바라
都志見原,zh-ch,都志见原
都志見原,zh-tw,都誌見原
上布,ja,上布
上布,ja-Hrkt,かみぬの
上布,en,Kami-nuno
上布,ko,가미누노
上布,zh-ch,上布
上布,zh-tw,上布
中通１丁目,ja,中通１丁目
中通１丁目,ja-Hrkt,なかどおりいっちょうめ
海田,ja,海田
海田,ja-Hrkt,かいた
みくまり三丁目,ja,みくまり三丁目
みくまり三丁目,ja-Hrkt,みくまりさんちょうめ
澄合,ja,澄合
澄合,ja-Hrkt,すみあい
杉並台団地下,ja,杉並台団地下
杉並台団地下,ja-Hrkt,すぎなみだいだんちしも
植木屋筋,ja,植木屋筋
植木屋筋,ja-Hrkt,うえきやすじ
豊平中学校前,en,Toyohira Chugakko-mae (Toyohira Junior High School)
豊平中学校前,ko,도요히라 중학교
豊平中学校前,zh-ch,丰平中学前
豊平中学校前,zh-tw,豐平中學前
本町四丁目,ja,本町四丁目
本町四丁目,ja-Hrkt,ほんまちよんちょうめ
友和公民館前,ja,友和公民館前
友和公民館前,ja-Hrkt,ゆうわこうみんかんまえ
友和公民館前,en,Yuwa Kominkan-mae (Yuwa Community Center)
友和公民館前,ko,유와 코민칸 마에
友和公民館前,zh-ch,友和公民馆前
友和公民館前,zh-tw,友和公民館前
観音新町三丁目,ja,観音新町三丁目
観音新町三丁目,ja-Hrkt,かんおんしんまちさんちょうめ
牛田新町二丁目,ja,牛田新町二丁目
牛田新町二丁目,ja-Hrkt,うしたしんまちにちょうめ
牛田新町二丁目,en,Ushita-shinmachi-nichome (Ushita-shinmachi 2)
牛田新町二丁目,ko,우시타 신마치 2초메
牛田新町二丁目,zh-ch,牛田新町二丁目
牛田新町二丁目,zh-tw,牛田新町二丁目
四季が丘,ja,四季が丘
四季が丘,ja-Hrkt,しきがおか
四季が丘,en,Shikigaoka
四季が丘,ko,시키가오카
四季が丘,zh-ch,四季丘
四季が丘,zh-tw,四季丘
石が谷峡入口,ja,石が谷峡入口
石が谷峡入口,ja-Hrkt,いしがたにきょういりぐち
市役所前,ja,市役所前
市役所前,ja-Hrkt,しやくしょまえ
市役所前,en,Shiyakusho-mae (City Hall)
市役所前,ko,시청
市役所前,zh-ch,市政府前
市役所前,zh-tw,市政府前
熊野馬場,ja,熊野馬場
熊野馬場,ja-Hrkt,くまのばば
火山登山口,ja,火山登山口
火山登山口,ja-Hrkt,ひやまとざんぐち
火山登山口,en,Hiyama Tozan-guchi
火山登山口,ko,히야마 토잔구치
火山登山口,zh-ch,火山登山口
火山登山口,zh-tw,火山登山口
中緑井,ja,中緑井
中緑井,ja-Hrkt,なかみどりい
